gene	logFC	AveExpr	t	P.Value	adj.P.Val	B	DEG
Zfp14	-0.135665571489209	2.33681518719073	-2.11856391294724	0.0382823202673109	0.0540948160372027	-5.09923026078943	No
Six1	0.544933999268573	0.896819138399961	2.11823622927845	0.0383111732151913	0.0541305338931833	-5.09988361498834	No
Fam212b	0.218292626004172	4.27242580106317	2.11811568342195	0.0383217921924414	0.0541404843872309	-5.10012394425493	No
Cep78	0.15260772778748	1.38267425758457	2.117701333183	0.0383583121870282	0.0541870221992565	-5.10094993428417	No
Tada2b	0.114858142718518	4.2531502999982	2.11739945564195	0.0383849381580092	0.0542159421551596	-5.10155162713594	No
RP23-179K7.3	0.343830786796607	-1.48734356316247	2.11738801952536	0.0383859471541155	0.0542159421551596	-5.10157441979465	No
Zfp626	-0.133163433410113	2.48120985089737	-2.11578515220714	0.0385275952093771	0.0544096914083809	-5.10476795387667	No
RP24-421E18.7	0.403802496251562	-0.449215157641078	2.11575443812018	0.0385303139052611	0.0544096914083809	-5.10482912794925	No
Akt3	-0.182724464587702	4.37160735920998	-2.11510277607198	0.0385880359937566	0.054486119659872	-5.10612688069478	No
Cyp26b1	0.721287752721336	1.76916383744453	2.11434399262691	0.0386553414567175	0.0545760640712357	-5.10763752697474	No
Lmnb2	-0.143609042094457	2.41637099174416	-2.11350869053813	0.0387295524898938	0.0546757405196318	-5.10929997329407	No
Tkfc	0.122149603386218	2.00751414325066	2.11327551507534	0.0387502907213573	0.0546999161637361	-5.10976394601572	No
RP23-87I3.2	0.275488004187415	-1.36866854319087	2.11295430576407	0.0387788743727215	0.0547351608628679	-5.11040301641366	No
Slc48a1	-0.137855413768713	5.63792202918367	-2.11242695555185	0.0388258418351471	0.0547963447417916	-5.1114520385289	No
Tm6sf1	-0.17768905015901	3.11271908377467	-2.11226656018844	0.0388401369710369	0.0548082472419539	-5.11177105748013	No
Celsr1	0.218629658565656	2.49263878722896	2.11225108448434	0.0388415164758674	0.0548082472419539	-5.11180183683612	No
Parp11	-0.120333951658906	2.26143137099458	-2.11119343240948	0.0389358967854063	0.0549363039926816	-5.11390492249943	No
Gopc	0.0703107350127485	4.35829236816391	2.11112789074597	0.0389417520063062	0.0549394447224104	-5.11403521882296	No
Stk4	-0.102269303029455	4.10642470778263	-2.10994240284027	0.0390477910204793	0.0550839120741791	-5.11639135849711	No
Mpp7	-0.293441918069958	2.92581655895382	-2.10951296415656	0.0390862652503604	0.0551330491390194	-5.11724458037607	No
Pars2	0.150967779533335	1.54871484070947	2.10819485433121	0.0392045634123871	0.0552947620364032	-5.11986250717298	No
Rgl2	-0.0655947868456126	4.91932535617195	-2.10765552717775	0.0392530569067665	0.0553580003218401	-5.12093327038024	No
Trim6	-0.436556882582462	-0.904848031926055	-2.1072474350225	0.0392897851247509	0.0554046359775015	-5.1217433269159	No
Gaa	-0.110656526595188	6.94388395663592	-2.10647631656313	0.0393592673087165	0.0554974467696862	-5.1232736161058	No
Adgra3	-0.12002491013743	4.25344650834328	-2.10614387278311	0.0393892553704002	0.0555345578650571	-5.12393320393181	No
Asf1b	-0.232726344999569	-0.303520748455805	-2.10568528025927	0.0394306553014427	0.0555877500422089	-5.12484293102371	No
Zfp41	-0.21316261651888	1.16099071188987	-2.10509122163239	0.0394843408745366	0.0556582505036535	-5.12602113352258	No
Zfp69	0.296628251230702	-0.726612432502122	2.10473165703076	0.0395168659180613	0.0556989121292004	-5.12673412248955	No
Papd7	-0.106597521939935	3.65278809469085	-2.10417977907695	0.0395668323531984	0.0557641474874515	-5.12782824989733	No
Epor	-0.306450028261656	0.300527945154161	-2.10396985865448	0.0395858527489058	0.0557857604648051	-5.12824436339386	No
Map6	-0.251106054782881	2.26731021050968	-2.10289116231043	0.0396837164102393	0.0559184677481339	-5.13038203845788	No
Gm16907	0.420393991718993	-0.146631392369132	2.10214165131849	0.039751838926453	0.0560092458738501	-5.13186680369774	No
Galnt11	0.0642638451694451	4.24485512151573	2.10167035993872	0.0397947263365585	0.056064454842515	-5.13280018820175	No
Lin54	0.0996632117971643	2.77114670906029	2.10140599265385	0.0398188013166987	0.0560931522736074	-5.13332368409745	No
Rab17	0.359278657184186	-0.238324702457767	2.10123341541162	0.0398345241405824	0.0561100796910893	-5.13366538818378	No
Ankrd1	-0.447280407131348	9.94567984477062	-2.10118837350054	0.0398386286178791	0.0561106401207159	-5.1337545674859	No
Mfsd7c	0.219801190238242	1.4343044701177	2.10082573954641	0.0398716873088172	0.0561519771588868	-5.13447249302525	No
Pet100	0.102844553853297	2.41425540570961	2.10060760196911	0.03989158481078	0.0561747731037756	-5.13490430001727	No
Soga1	0.17857585167054	3.63717167595449	2.10017260820448	0.039931288715715	0.0562254533139702	-5.13576526205864	No
Gm26526	-0.40077346724831	-1.41629388735014	-2.09884049253452	0.0400530909650662	0.0563917123353025	-5.13840089757062	No
Cilp	-0.434319347466506	2.84658651478365	-2.09841539809442	0.040092027495279	0.0564412826395921	-5.13924165764732	No
Wdr74	0.120292474710645	2.94044168883423	2.09805991085577	0.0401246136190677	0.0564803043152729	-5.13994463447398	No
Tusc5	-0.444132097598299	1.69232394282113	-2.09803162042054	0.0401272078815405	0.0564803043152729	-5.14000057446171	No
Vangl1	-0.112366972340758	3.08417934069451	-2.09786331915996	0.0401426442977944	0.0564925354247618	-5.14033335089098	No
Btbd10	-0.0945274926178041	3.26283828864803	-2.09785550299736	0.0401433613135264	0.0564925354247618	-5.14034880496724	No
Pttg1ip	-0.110566685250718	6.80791636721861	-2.0977748022566	0.0401507650476126	0.0564977022951069	-5.14050836315118	No
Zkscan7	-0.187911670258385	2.62122557598735	-2.09765068070701	0.0401621546575076	0.0565084763644717	-5.14075376083845	No
RP23-440F7.5	0.338473027692205	0.372572087795061	2.09758084965228	0.0401685637116069	0.0565122414002142	-5.14089181660792	No
Gbp7	0.181303296753383	3.72192852319225	2.09749614912045	0.0401763386711805	0.0565179272190624	-5.14105926396534	No
Hipk1	-0.155259658179042	6.29178092016268	-2.09695825003506	0.0402257448650033	0.0565821711360733	-5.14212251880124	No
RP24-404P10.7	0.238682131174119	-0.0946481909303215	2.09691686777566	0.0402295480253021	0.0565822631243169	-5.14220430857732	No
Ccdc66	0.0868926934230596	3.73082641576014	2.09648797945957	0.0402689826283404	0.0566324655358433	-5.14305190092003	No
Map3k7cl	-0.649967686778018	0.30012476159349	-2.0960822030821	0.0403063231120285	0.0566797138197759	-5.1438536805006	No
Kif4	0.355580697402781	-1.31190431355171	2.09556611271479	0.0403538584285432	0.0567412882120831	-5.14487323769005	No
Zufsp	-0.128809930224886	2.34485074773974	-2.09522823318548	0.0403850057439735	0.0567798102491196	-5.14554061490294	No
Scn2b	0.408762825819519	-0.896524765510371	2.09503088406393	0.0404032079747585	0.0568001265157777	-5.14593037451221	No
Mocs3	0.128204204444509	1.90849455808974	2.09444765990085	0.0404570425541933	0.0568705274570878	-5.14708204259002	No
Pde4a	-0.175660756215799	5.59562087627453	-2.09431617113129	0.0404691882502834	0.056882318638142	-5.14734164967779	No
RP24-328P2.5	-0.202548376383286	2.67890988936028	-2.09412522229912	0.0404868319505487	0.0569018347476934	-5.14771862770835	No
S1pr5	0.504758818469915	-1.1868359317974	2.09349087233867	0.0405454939851449	0.0569789907117642	-5.14897077118808	No
Ntf3	-0.303660777864097	1.14262805692616	-2.09317335615511	0.0405748842851881	0.0570150003071732	-5.14959739348033	No
Palmd	-0.137985704408715	5.90734467545979	-2.09312112748195	0.0405797205087415	0.0570165035327018	-5.14970045958547	No
Mon2	-0.106128998326544	5.80724746864527	-2.09290041358445	0.040600163506884	0.0570399327301355	-5.15013598360512	No
Ccnl1	-0.10477108272019	4.85166765190079	-2.09271399917515	0.0406174365830832	0.0570589045095317	-5.15050379523131	No
Tlr1	-0.503941811844712	-1.23937288777923	-2.09223357488365	0.0406619819227447	0.0571161809730454	-5.15145158323296	No
Nanp	-1.39938011163172	-3.13435459904797	-2.09203196831893	0.0406806876919105	0.0571371544145613	-5.15184925963359	No
Mdfic	-0.110357074816946	3.8949322971729	-2.09166406180339	0.0407148426308812	0.0571798207390555	-5.15257488356914	No
Emd	0.105399245438312	4.48501049324103	2.09083624204278	0.0407917851535831	0.0572825643464695	-5.15420719394699	No
Cc2d1a	-0.115119092839414	3.16610014495367	-2.09064152276322	0.0408099018700211	0.0573026894080678	-5.15459106399845	No
Wnt11	-0.165476920522256	2.12472688307501	-2.09017084156334	0.0408537230055126	0.0573588999125811	-5.15551883854965	No
Arhgap5	-0.0976776283996292	6.02501359661172	-2.09003875666125	0.0408660276535825	0.0573708547361524	-5.15577916285389	No
Mre11a	0.105827298845259	3.05839467830112	2.08894351699611	0.0409681811018109	0.0575056117381353	-5.15793720827396	No
Adra2c	0.491363133094047	-1.55450193828067	2.08892816688749	0.0409696143873556	0.0575056117381353	-5.15796744697914	No
Tcap	0.41452822108333	9.09798172133279	2.08830387057708	0.0410279437199286	0.0575821446349229	-5.15919710707146	No
Pak6	-0.183834327244679	3.58891527942288	-2.08777243363535	0.0410776538234052	0.0576465674959403	-5.16024361436816	No
Acp6	0.0879178895792565	4.24629032877992	2.08566256333632	0.041275525491615	0.0579188825446856	-5.16439610758872	No
St8sia1	0.517618663130357	-1.65310612160321	2.08489525448302	0.0413476915806059	0.0580122064183754	-5.16590536956939	No
Rhobtb1	0.269771483473069	7.61851651503194	2.08487395255294	0.0413496966081563	0.0580122064183754	-5.16594726266135	No
Eef1g	0.0743440741005985	7.54852962473216	2.08447973445886	0.0413868173174705	0.0580542943629994	-5.16672247846268	No
Il16	-0.204435082874542	2.68520633594873	-2.08447391103165	0.0413873658848916	0.0580542943629994	-5.16673392907482	No
AC168051.1	-0.311590583107827	0.126676978107088	-2.08368209926335	0.0414620134367305	0.0581536143245831	-5.16829061211378	No
Eri1	-0.0942752214986644	3.40257876113488	-2.08345830614536	0.0414831325641194	0.0581778451691347	-5.16873049139682	No
Pabpc1l2b-ps	-0.647299678478568	-2.05572950020481	-2.08159737686752	0.0416591085004917	0.0584192296878594	-5.17238668187837	No
Tmem135	0.118768838982563	5.29512867423201	2.08132342439498	0.0416850690298432	0.0584492150612398	-5.17292468116317	No
Timm17b	0.104985215809373	3.8490486588053	2.08126282362773	0.0416908136299704	0.0584492150612398	-5.17304368320757	No
Aqp11	0.207163147062013	0.483760656064603	2.08124952315067	0.0416920745297441	0.0584492150612398	-5.17306980102326	No
RP24-173L14.2	0.222288667230511	1.24546657967446	2.08105032990608	0.0417109622268263	0.0584702793026851	-5.17346093457559	No
RP23-307L24.2	0.470820339795609	-1.23687789274507	2.08082883222832	0.0417319735708751	0.0584943162885099	-5.17389582685014	No
Itgb6	0.463698449263902	2.42491827128261	2.08076601461419	0.0417379341423922	0.0584972546104558	-5.17401915672815	No
Wdr60	0.176699631002021	2.02870282011588	2.07896643317769	0.0419090049453452	0.0587315790467169	-5.1775509093861	No
Sec22a	-0.119964648183737	3.34254354304221	-2.07866151924712	0.0419380506925362	0.0587668435974834	-5.17814905372606	No
Yme1l1	0.051630126458484	6.09512763766826	2.0781605943939	0.0419858061272506	0.058828316656268	-5.17913154455465	No
AC158301.1	0.393571770657951	-1.56092342517821	2.07801281421761	0.0419999036893942	0.0588426230495186	-5.17942135463278	No
Rpl27	0.0675694554158994	6.59794443454966	2.07720117873542	0.0420774032839846	0.0589457459664037	-5.18101272624077	No
Hpcal1	0.196612471632077	3.32227827603554	2.07647503802164	0.0421468444538124	0.0590375618896838	-5.18243601268952	No
Rpgrip1l	-0.248922140565164	1.54231044774459	-2.0757492730314	0.0422163489932124	0.0591294495798713	-5.1838581325153	No
Mms19	-0.0703543103556559	4.3064167125189	-2.07559185906431	0.042231437212762	0.0591451102346924	-5.18416652480609	No
Fosl1	-0.285583405751315	-0.545154119298485	-2.07546716278326	0.0422433927427568	0.0591563810675164	-5.18441080497664	No
Parp16	-0.23706226400192	1.57880036204105	-2.07530325140422	0.0422591125714498	0.0591729207387482	-5.18473188825699	No
Mfsd5	-0.0746813481102455	3.71686166596605	-2.07462651654583	0.0423240681697635	0.0592583928925157	-5.18605730063199	No
H2-Q4	0.180526711312385	4.62913171764101	2.07307805176086	0.0424730215204744	0.0594614445368483	-5.1890886237847	No
RP23-74O12.6	-0.34188893326513	-1.35812436783467	-2.07295101038319	0.0424852623158041	0.0594730812776625	-5.18933723701464	No
Gtf2h3	0.0935442478664954	3.07409268195222	2.07234453651351	0.0425437399466419	0.059549434610473	-5.19052389242706	No
Ppp2r5a	-0.104036568952722	6.52064792629495	-2.07214773658271	0.0425627308465783	0.0595705084648208	-5.19090889587602	No
Slamf8	-0.590792543076401	-2.26425506536768	-2.07180838604508	0.042595494929759	0.0596108534941936	-5.19157269944646	No
Sugp1	0.119391315331794	4.09085616178483	2.07174702202712	0.0426014219211894	0.0596136369978707	-5.19169272355126	No
RP24-116C1.9	-0.393497731397798	-1.58987386386654	-2.0716549036157	0.0426103207419433	0.0596205781857415	-5.19187289551038	No
Atp6v0d1	0.10684573140219	4.928414649272	2.07122740227042	0.0426516393114724	0.0596728757760693	-5.1927089432828	No
RP24-79F8.3	-0.196858998027695	0.143925834005806	-2.07103485833543	0.0426702602779527	0.0596934109682699	-5.19308544518642	No
Bub1b	-0.250525621438982	-0.260899704272666	-2.07092032482957	0.0426813401808585	0.0597033937957712	-5.19330939051802	No
Rbm6	-0.0760919607219561	5.05760048492423	-2.06956398847483	0.0428127410954844	0.0598816663312799	-5.1959605954932	No
Nav2	-0.14057643182937	5.35831647843077	-2.06940328476117	0.0428283331655735	0.05989367254537	-5.19627462033853	No
Gm17276	0.568368329693194	-1.43949313013129	2.06939396009431	0.0428292380303627	0.05989367254537	-5.19629284065739	No
Fcgr2b	-0.18552713228603	3.24990590118134	-2.06830926496052	0.04293460986662	0.0600354816331881	-5.19841184043404	No
Atxn1l	-0.0871463519573838	4.16269006987939	-2.0678061387023	0.042983561879713	0.060098379951519	-5.19939439310179	No
Trim12c	-0.130879245773883	3.20614901819538	-2.06568557562699	0.0431904153371088	0.0603820195209783	-5.20353335416173	No
Atg3	0.107424951714789	4.2167239232244	2.06532143211566	0.0432260228739351	0.0604262198047492	-5.20424372723229	No
Srsf4	-0.0673508929646047	4.81676249973495	-2.06526874217418	0.0432311772310174	0.0604278449605855	-5.20434650605987	No
Lrrcc1	0.269939882560263	3.01403753048997	2.06501623077508	0.0432558863741469	0.0604568006584651	-5.20483903201992	No
Nt5e	-0.262504612090141	4.05337291723916	-2.06450151874237	0.04330629067061	0.0605216606510058	-5.2058428212925	No
Ccdc142os	0.346175897985973	-1.13987076104389	2.06395003127502	0.0433603527281215	0.0605916200127668	-5.2069180892333	No
Armc6	0.124001662256298	2.17947676757174	2.06208526853648	0.0435435877372383	0.0608420556734644	-5.21055208384085	No
Skil	-0.149035119862878	4.67795948229485	-2.0619118453269	0.0435606626486804	0.0608602963706252	-5.21088990116685	No
RP23-34P11.2	0.164124365287574	3.35565948129136	2.06168946066706	0.0435825666928494	0.0608852800476518	-5.21132305622695	No
Kdm2b	0.113543532330624	3.19185737616212	2.06140911048929	0.0436101937092811	0.0609182534254035	-5.21186905730388	No
Ik	0.0559446477507537	6.08365339527652	2.06076073336081	0.0436741459132514	0.0610019580028418	-5.21313156935637	No
Doc2g	-0.28925707401716	7.58377872026571	-2.0598026676484	0.043768792645969	0.0611285158293826	-5.21499647290411	No
Hspa1a	-0.583993999254216	4.04926304825848	-2.05877658702242	0.0438703553928682	0.0612647084812951	-5.21699293554295	No
Prkd1	0.185876925731471	2.28779802335729	2.05825822602429	0.0439217409259077	0.0613308102699373	-5.21800119141084	No
Ppfibp2	0.165140782740636	4.4084163153935	2.05814935157016	0.043932540353469	0.0613402320485901	-5.21821293342652	No
Dnajb1	-0.216704327288166	4.38957938226755	-2.05692854277005	0.0440537917369553	0.0615038549584091	-5.22058653054025	No
Abtb1	0.129485293252579	4.10894831213448	2.05668031540755	0.0440784812088683	0.0615326492567179	-5.22106900519065	No
Ttc28	-0.168343729000056	4.16389997892899	-2.05562792716759	0.0441832880806957	0.0616732701674109	-5.22311395047683	No
AC160535.1	0.0480715631115078	5.336553565199	2.05548608951874	0.0441974301041676	0.0616873222309505	-5.2233894924697	No
Fam120c	0.188836191924906	2.91916021066842	2.05514397881858	0.0442315566110056	0.0617292619136538	-5.22405402855598	No
RP24-216A12.2	-0.491135643551323	-1.82617208729269	-2.05435673791591	0.0443101727121504	0.061833277518117	-5.22558284736313	No
RP24-553B2.1	0.241698506413387	6.20423468420459	2.05404486892526	0.0443413502443274	0.0618710812055146	-5.22618835518031	No
Wdr45	0.124227583556158	4.52279536085123	2.05388937953424	0.0443569016015679	0.0618870761700033	-5.22649021509647	No
Fbxo46	-0.130212538867231	1.95091498568542	-2.0530111181625	0.0444448300155597	0.0620040398834708	-5.2281948587538	No
Limk1	-0.125380844268066	2.25859797183664	-2.05233239787966	0.0445128843206666	0.06209325864783	-5.22951177369528	No
Zbtb22	0.130226537136028	3.46199371219895	2.05209311027814	0.0445368988233819	0.0621191664154024	-5.22997597118795	No
Creb1	-0.13231441188403	4.64180731069225	-2.05206556530054	0.0445396639102112	0.0621191664154024	-5.23002940307452	No
RP23-4H17.1	-0.177823994796776	0.646366680501801	-2.05121000707334	0.0446256225903849	0.0622287456235216	-5.23168870924164	No
Polr2h	-0.12926494379689	2.06158532632058	-2.05120173769721	0.0446264541213469	0.0622287456235216	-5.23170474429183	No
RP23-468D17.1	-0.387048701841256	1.74677292460109	-2.05111197482991	0.0446354811303703	0.0622356003823842	-5.23187879880316	No
Urm1	0.0953311267814927	3.63266311916379	2.05071142972474	0.0446757812234672	0.0622860541684331	-5.2326553944101	No
Evi5	-0.112195687496627	4.43261958727861	-2.04898761333894	0.044849579057153	0.0625209980551417	-5.23599610736034	No
Rnf207	-0.310033143005054	5.71618930003555	-2.04895810664846	0.0448525590486748	0.0625209980551417	-5.23605326935058	No
Masp1	-0.450572299978473	2.76183109470302	-2.04879615933238	0.0448689177648266	0.0625380422727139	-5.2363669899055	No
Rasl11a	-0.391731370946898	0.0591335966348507	-2.04831637282615	0.0449174125184887	0.0625998702545464	-5.23729629470104	No
RP24-159C12.8	0.165921485817326	2.05334394118241	2.04804653553884	0.0449447064121117	0.0626321426554862	-5.2378188630414	No
Tshz2	0.0990059363756361	3.99751585602804	2.04603945048274	0.0451481722520846	0.0629098887658374	-5.24170391804391	No
Gnb1l	0.168966698716988	0.825288941267071	2.04545677971625	0.0452073886995253	0.0629866037858642	-5.24283115676837	No
Nfya	-0.120332461988372	4.16541076510953	-2.04529472881343	0.0452238697513115	0.0630037677429922	-5.24314461194017	No
Haus4	-0.196879224800522	1.06780178306284	-2.04491503993895	0.0452625055592098	0.0630517906648862	-5.24387895988117	No
RP23-124N11.3	0.620291662550609	-0.374461264215297	2.04385102157137	0.0453709283339788	0.0631970107765708	-5.24593622333488	No
Trmt112	0.0769699299041626	3.99702322948655	2.04352594492322	0.0454040981530639	0.0632373942258792	-5.24656456856306	No
Fkbp8	-0.0642728502743699	6.19929226157651	-2.04334846351891	0.0454222166490603	0.0632568091659131	-5.24690758820984	No
Blm	-0.255421504949897	0.236630692619453	-2.0429099109968	0.0454670138316692	0.0633133709303476	-5.24775507093291	No
Gm26540	-0.773877827532995	-0.677520510814391	-2.04259066291682	0.0454996483274972	0.0633529871579887	-5.24837190382953	No
Rabgap1	0.0702622430969084	5.07220043525697	2.04226155168284	0.0455333122457669	0.063394029318166	-5.24900770603487	No
Gimap1os	-0.475849112746461	-1.8911960754377	-2.04146777857639	0.045614593739226	0.0635013536899396	-5.25054081109345	No
Tars	-0.0604538307691511	4.62708041794127	-2.0403715162194	0.0457270558533925	0.0636482561167048	-5.252657296418	No
Sec24c	0.0544279115879354	6.21195655405377	2.04035719643432	0.0457285264582693	0.0636482561167048	-5.25268493619377	No
Zfp865	-0.0677545087685147	3.88693650579006	-2.04009435572241	0.0457555267760058	0.0636799820111406	-5.25319223635803	No
RP24-387G4.1	0.105167879122509	2.29075068825707	2.03875064196864	0.0458937750147769	0.063866516471198	-5.25578480593428	No
Xpa	-0.116055555284264	2.14009658375267	-2.0377698742526	0.0459949090601883	0.0640013726770044	-5.25767616735795	No
Gm26582	-0.792955602905699	-2.410485964315	-2.036776377948	0.0460975517675513	0.0641383031854037	-5.25959126817229	No
Arhgef12	0.119093107403518	7.6125646914965	2.03670308924772	0.0461051313885222	0.0641429536770011	-5.25973251005129	No
Zhx2	0.0858832832822829	4.77116306215471	2.03661162216891	0.0461145925523671	0.0641502207367886	-5.25990877907354	No
Srd5a1	-0.349165938455078	-0.967658603523137	-2.0340876847266	0.0463763253911552	0.0645083904963068	-5.26477001939187	No
Tob2	0.188283138722384	6.15843073021572	2.03387448520613	0.0463984928329377	0.0645332951584905	-5.26518041297146	No
Wdr24	0.0854188015115471	3.38386385833179	2.03252347142207	0.0465391773023496	0.0647230193847467	-5.26778014601873	No
RP23-111M12.3	-0.243317097946967	1.07944987983385	-2.03226379478806	0.0465662602154873	0.06475473517748	-5.26827966512027	No
RP23-178C20.6	0.347274455739369	-0.0217390453877059	2.0315221274601	0.0466436871304919	0.0648564467512985	-5.26970604511198	No
Orc5	-0.108696429235366	3.14432699397642	-2.03059349437467	0.0467407890523212	0.0649854945512526	-5.2714913599766	No
Rasa2	-0.142752190612975	2.93312598581032	-2.03018202265451	0.0467838700495314	0.0650394182027556	-5.27228219502009	No
Stat2	-0.111122264836422	3.81079068765158	-2.02990158456905	0.0468132514781408	0.0650742884183743	-5.27282110778879	No
Abca1	-0.172405260881495	4.78197369991035	-2.0290685297982	0.046900624302676	0.0651897576617307	-5.27442159169982	No
RP23-23G3.3	0.142916039327344	1.25342976069526	2.02857746234317	0.0469521945233272	0.0652554462627734	-5.27536477373535	No
Peli2	-0.137964468154076	3.99203910268395	-2.02847199075416	0.0469632771656587	0.0652648572233307	-5.27556732466976	No
AC113514.2	-0.24365120323868	3.3037786526517	-2.02787885946237	0.0470256436725108	0.0653455290907352	-5.27670622171186	No
Klf3	-0.119312924728836	5.46900219276965	-2.02670847800314	0.0471489163537699	0.0655108119103597	-5.27895267078683	No
Kat2a	0.0605961544119689	3.86408678493824	2.02656251881866	0.0471643093097324	0.0655261852359333	-5.2792327479771	No
RP23-350F7.3	-0.307197400694365	-0.876793869492821	-2.02634941900519	0.0471867907437533	0.0655514029805394	-5.27964162797711	No
RP24-353D23.1	-0.083359826727603	3.89646048566764	-2.02597672177603	0.0472261314689863	0.0656000347015521	-5.28035664153379	No
Zfp704	-0.123415183425415	4.61614714943775	-2.02592962184545	0.047231105198837	0.0656009239838513	-5.28044699382783	No
Ccdc184	-0.528237636206381	-1.50064222452398	-2.02539876732335	0.0472871944159735	0.0656728026668814	-5.28146521111582	No
Cdc42ep3	-0.176163061816593	4.19450992889567	-2.02531078559571	0.0472964959659537	0.0656796950676642	-5.28163394396182	No
Cmtm7	-0.108369107233358	2.50896953656057	-2.02443585525585	0.0473890806788776	0.065802229253059	-5.28331155263567	No
Kcng2	0.2253109995985	6.18606550869866	2.02435157717101	0.0473980071894315	0.0658085878046055	-5.28347311574601	No
Fbxw9	-0.17991955254819	1.03980780924538	-2.02354482579064	0.0474835295174773	0.0659212830003275	-5.28501938090668	No
Trpc1	-0.10697188729346	3.02585248145151	-2.02332884330158	0.0475064480078612	0.0659470527228797	-5.28543325397153	No
Bbs5	0.146763620703819	1.4047938216587	2.02201736735042	0.0476458171032007	0.0661344561991795	-5.28794552253362	No
Itga9	0.231593385703398	5.43333812129764	2.0215608485616	0.0476944134502207	0.0661958403602678	-5.28881969861218	No
AI846148	0.0764431145853801	2.95526230360748	2.0209309674265	0.0477615343049625	0.0662829213704182	-5.29002555929959	No
Espl1	-0.273633514093843	-0.200835263964456	-2.02071484795106	0.0477845829898025	0.0663088291593758	-5.29043922851305	No
Nenf	-0.0881623736145114	5.11153215058719	-2.02044821186981	0.047813032368652	0.0663422258475393	-5.29094953723028	No
Cldn5	0.288510820969621	3.6953886039673	2.02010179790872	0.0478500156355989	0.0663874563918703	-5.2916124433263	No
Card10	0.106352666639177	4.64982935446908	2.01961815506325	0.0479016907254827	0.066453060319131	-5.29253778814903	No
Cnnm2	-0.207655280102053	2.18150369901473	-2.01952404460012	0.0479117515962421	0.0664609269370396	-5.292717825487	No
RP23-425N12.2	-0.249215443226732	1.24795886451231	-2.01914477328861	0.0479523160155235	0.0665111013233456	-5.29344331356843	No
Tnfrsf13b	-0.416170094474839	-1.13054843923056	-2.01840455273849	0.0480315704654052	0.0666149256715807	-5.29485890015301	No
Adam1a	0.231479278608038	2.72454343708069	2.01803974081134	0.0480706718923886	0.0666630479211231	-5.29555639445101	No
Rnh1	-0.064954137256314	5.36773528666793	-2.01783453729162	0.0480926781492995	0.0666874564279651	-5.29594868057717	No
Ephx3	0.341899800577481	-0.837767678876904	2.01757954355363	0.0481200360553485	0.0667192806196983	-5.29643610183595	No
Socs4	-0.081575939338439	4.29888983585901	-2.01639991572986	0.0482467710999446	0.0668888745224802	-5.29869026459752	No
RP23-445K23.2	-0.499288786649061	-1.70098757479839	-2.01626273015458	0.0482615284746395	0.0669032067810524	-5.29895233925967	No
Cdc45	0.1573836816474	0.941922864364315	2.0160913683961	0.0482799677217564	0.0669226399937688	-5.29927968109168	No
RP23-347F4.1	0.100484234522221	2.47124507541191	2.01530386341072	0.0483647845966968	0.0670340696964655	-5.30078369138355	No
Cd22	-0.743211207827036	-2.0379201851217	-2.01512602323815	0.0483839563160257	0.0670545024912568	-5.30112326710396	No
Atcay	0.60172402905306	1.85853787622188	2.01429931104248	0.0484731643738641	0.0671719848307904	-5.30270148386249	No
Gtpbp1	0.0686951005353196	4.81623098633065	2.01422236112677	0.0484814750098095	0.0671773518259492	-5.3028483546637	No
RP23-313J14.7	0.278273338766289	-0.626134491269974	2.01289955669542	0.0486245305685857	0.0673694072622415	-5.30537236573427	No
RP24-340J19.1	-0.364836439058172	-1.11915437521055	-2.01226690801697	0.0486930771251213	0.0674582045868112	-5.30657899579721	No
Vstm4	-0.170174637948636	2.54047648939933	-2.01197867721893	0.0487243340771886	0.0674953302763983	-5.30712861917005	No
Arpc1a	-0.0771866553902427	5.17750988490397	-2.01181343785212	0.0487422611112629	0.0675139856073107	-5.30744368087144	No
RP23-81K14.6	-0.400022537359414	-1.16003073663502	-2.01174039659218	0.048750187261763	0.067518786346621	-5.30758294135519	No
Ints1	0.0813548967518258	5.18246887684548	2.01056938910403	0.0488774119245933	0.067688577242967	-5.30981498192238	No
9430025C20Rik	-0.512394244521271	-1.40447715369616	-2.01052975264596	0.0488817232408585	0.067688577242967	-5.30989051255565	No
Eef2kmt	-0.110990852150288	2.90167450583034	-2.00927700471138	0.0490181552092747	0.0678712918282264	-5.31227706015045	No
Mvb12b	0.0898707289013672	4.36851239469773	2.00918570906174	0.0490281106638805	0.0678746902715768	-5.31245093216472	No
Zfp945	0.101115593589631	3.50501294573334	2.00917226259399	0.0490295770986717	0.0678746902715768	-5.31247654029864	No
Eps15	-0.062432840754961	5.34023405630948	-2.00906969204156	0.0490407644029236	0.0678839695987067	-5.31267187592692	No
RP24-315D19.3	0.205212302846745	0.135693878523331	2.00787839603132	0.0491708592580529	0.0680578282388594	-5.3149399452462	No
Gskip	-0.0882407307060369	2.92576177082949	-2.00600399626931	0.0493761531219798	0.0683357291973423	-5.31850617465585	No
Tank	0.0831078997821475	4.0251873584169	2.00577021834812	0.0494018093090493	0.0683649866825475	-5.31895075602516	No
Rnf146	0.104339131675566	4.99887472894625	2.00541117071368	0.0494412356695485	0.0684132930133113	-5.31963347782413	No
Xylb	-0.384395431106488	-1.67854015014538	-2.0051795235656	0.0494666867750366	0.0684422543095242	-5.32007389351424	No
